avg_mean_log_return_20d,std_mean_log_return_20d,avg_volatility_20d,positive_return_ratio_20d,Original_Market_Regime
0.003905554,0.0043481695,0.020865694,0.568804,0
0.00021080417,0.0047246697,0.021149328,0.52464795,0
0.000493526,0.0039018476,0.020267963,0.513917,0
0.0035959806,0.0041839425,0.019963386,0.58077204,0
0.00068665686,0.00326523,0.024247257,0.52244025,0
0.002846796,0.004900308,0.017501647,0.5976936,0
-0.002198192,0.0034663696,0.03211897,0.49710253,0
0.0019910631,0.003995306,0.018196074,0.54465955,0
0.0003080835,0.0041188723,0.017563906,0.52079433,0
0.0034241534,0.005156084,0.019975083,0.58665276,0
0.0015552022,0.004483441,0.017560026,0.57826805,0
0.0021883822,0.005395816,0.023094043,0.5451237,0
-0.0013399307,0.0039814455,0.024886332,0.5003888,0
0.0023556608,0.0033151428,0.022362124,0.5412002,0
-0.0005256826,0.0036642028,0.022735007,0.5085341,0
0.0032656959,0.0046075764,0.020974439,0.56113493,0
-0.000112768495,0.005454491,0.024821607,0.52522737,0
0.0012706456,0.004431727,0.015719771,0.5585824,0
-0.00063953304,0.0042471853,0.020078707,0.52634674,0
0.0022215159,0.006004194,0.024035772,0.5465363,0
0.0021546972,0.0053649596,0.02211049,0.54504144,0
-0.002066668,0.0048937947,0.024694137,0.4981064,0
0.0017924879,0.0049309894,0.021000622,0.5317489,0
0.003702429,0.0040279343,0.021209331,0.574354,0
0.0021303473,0.0035365657,0.021807153,0.54808235,0
0.0018793008,0.004977515,0.016388802,0.59065056,0
0.001579322,0.0048492528,0.022587426,0.5410146,0
0.00041255332,0.0039005766,0.026893366,0.52557385,0
-0.0018908473,0.0038947887,0.02710363,0.49742967,0
-0.0005982282,0.0042963824,0.026892077,0.5182866,0
-0.0026306445,0.0049826815,0.021193944,0.5187018,0
0.0023330844,0.004697167,0.025098588,0.54623955,0
0.00087695906,0.0039575803,0.020256413,0.52275026,0
0.0026124134,0.00620222,0.020184463,0.57023513,0
-0.0005984135,0.0052668666,0.019861808,0.5363442,0
0.0019129807,0.004019313,0.017462747,0.5471055,0
0.0023037426,0.0035728803,0.018898804,0.5403524,0
-0.0011468477,0.005139325,0.022119131,0.50878066,0
0.0036916796,0.004246782,0.020274337,0.5847374,0
0.0007913073,0.0047658985,0.017135147,0.55190945,0
0.0013753917,0.0058700177,0.019369118,0.55930877,0
0.004700865,0.0051631643,0.020000527,0.60026056,0
0.0031346213,0.003937545,0.024341587,0.56201345,0
0.0012573657,0.003489266,0.022432888,0.53249323,0
0.00039281778,0.004946929,0.017151034,0.5295645,0
0.0010443694,0.0033452883,0.022078097,0.52107185,0
0.0011575335,0.005346188,0.018197132,0.5497429,0
-0.0019055341,0.003544768,0.031661,0.4980375,0
0.0019401271,0.0036645299,0.016150877,0.53200173,0
-0.00035543332,0.0047707744,0.014175568,0.5298534,0
0.0044140397,0.0054461774,0.021411387,0.57753205,0
0.0033729442,0.004647061,0.01856293,0.5898823,0
0.0028021962,0.0046616136,0.018996233,0.5718015,0
0.0042188778,0.0034999705,0.02068306,0.5968782,0
0.002230353,0.004382313,0.018210683,0.5531375,0
0.0013364935,0.004419693,0.017294414,0.553448,0
0.00055966,0.0057462123,0.020936882,0.537746,0
0.00040079665,0.0033907108,0.024521662,0.5201222,0
0.002005796,0.0036540187,0.02300053,0.54014206,0
0.0022989889,0.0038360422,0.024539186,0.5402783,0
0.007978903,0.0041129123,0.02323607,0.6243265,0
0.0032843996,0.0047901506,0.02002187,0.5706043,0
0.0042250264,0.0054035774,0.021330772,0.5623446,0
0.0031445993,0.0040583382,0.019451916,0.57376873,0
-0.0020089902,0.004499355,0.026690846,0.5033813,0
0.0018486583,0.0043015126,0.017890882,0.55291146,0
0.0035225737,0.005150276,0.021844376,0.5607074,0
0.005726511,0.0058492986,0.023419831,0.5723498,0
-0.0013113491,0.0047168485,0.027963294,0.5077938,0
0.001102904,0.004492302,0.018947292,0.5337157,0
-0.00012965128,0.003242527,0.023687419,0.51217055,0
0.0005197199,0.0021646735,0.027284592,0.52293456,0
0.0005297775,0.0044621397,0.017723793,0.521614,0
0.0028484731,0.004432386,0.017127916,0.57192135,0
-0.001224788,0.0056017735,0.026598457,0.5158297,0
0.003089791,0.004165938,0.018731758,0.586878,0
0.0016830431,0.0056482023,0.02170968,0.54252714,0
0.0013517354,0.0039532147,0.025164979,0.5438976,0
0.005152876,0.004693888,0.023257418,0.5755417,0
0.002248331,0.004266444,0.015674945,0.6103842,0
0.0005098854,0.0038506635,0.021613259,0.5221085,0
0.004299296,0.004076306,0.019996481,0.59421533,0
-0.0012273985,0.00583156,0.019088166,0.5173485,0
0.0026085225,0.005070039,0.023975154,0.5499055,0
0.0029074901,0.0042744945,0.017729709,0.5682501,0
0.0004747546,0.0046963403,0.02053154,0.5242742,0
0.005703013,0.003517053,0.022697661,0.60408527,0
0.00060375035,0.0044189855,0.016656268,0.5260733,0
-0.00030724285,0.0052919383,0.016319072,0.5275207,0
-0.00032981962,0.0036282844,0.021213928,0.5029879,0
0.0022340459,0.0038216496,0.02471528,0.5475415,0
0.0010229971,0.004860828,0.019131364,0.53726214,0
-0.0021108363,0.005324874,0.01884702,0.4945002,0
0.0033038063,0.0043427018,0.01969411,0.5820389,0
0.0017385273,0.0042731627,0.017625727,0.5743695,0
-0.0006739235,0.00397373,0.026849443,0.51258993,0
0.0010899454,0.004173727,0.01514822,0.54554605,0
0.0041527417,0.006003387,0.026427506,0.5650253,0
0.00053359626,0.0035024143,0.022293553,0.5191286,0
0.001279385,0.0055840113,0.024172338,0.5446886,0
0.004591066,0.004924456,0.020104526,0.5822745,0
0.0034374776,0.0039959196,0.023501672,0.559096,0
0.0017046705,0.0033243098,0.0226677,0.53564095,0
0.0015727475,0.0054485323,0.016287323,0.5800012,0
0.0041859983,0.0047702803,0.019302055,0.5809401,0
-0.00089061644,0.0038760686,0.02519009,0.5108729,0
0.0024904802,0.003788383,0.026343107,0.5477172,0
0.00364692,0.0040712194,0.020868283,0.5786581,0
0.0032261347,0.0037584726,0.019688543,0.5564143,0
0.0026190483,0.0039132205,0.020131888,0.55257297,0
0.0007595024,0.0050863186,0.017369762,0.55901176,0
0.0034687575,0.003505355,0.02222549,0.57841915,0
0.0023982232,0.0037557113,0.019790798,0.5485922,0
0.0011460481,0.0047509368,0.01729266,0.5508367,0
0.0007443794,0.004519436,0.01795152,0.52938807,0
0.00054312544,0.004282097,0.0152370455,0.5459474,0
0.0025544427,0.0044995295,0.019561682,0.5687364,0
0.0026269834,0.0043484373,0.02006701,0.5578445,0
0.000721312,0.0038775383,0.019726204,0.5168089,0
0.00086070516,0.0036117036,0.023442069,0.5273845,0
0.0024392672,0.003921779,0.021810155,0.5534065,0
0.00118586,0.0038386183,0.018010315,0.5249158,0
0.00289129,0.003913609,0.018999722,0.5723099,0
0.0041133766,0.003996626,0.024214718,0.568074,0
0.0019884005,0.00358843,0.019494783,0.536049,0
0.000106361345,0.0037175585,0.027919166,0.51822335,0
0.003647238,0.0036629715,0.023474053,0.574663,0
0.0031694288,0.0038347158,0.017636212,0.5842161,0
0.00017719122,0.0031259833,0.023848327,0.5060993,0
0.0036423078,0.004651614,0.018769855,0.5955944,0
0.0033045732,0.0032607552,0.019076329,0.5622,0
0.0043146666,0.0036667038,0.019393856,0.5957246,0
0.002741506,0.0034313127,0.017498523,0.5591569,0
0.0014131838,0.003852573,0.017004102,0.5299781,0
0.0015300406,0.0047947853,0.016798237,0.5693593,0
0.0019769452,0.004020519,0.014772088,0.5676125,0
0.003248552,0.005259621,0.019971551,0.5673024,0
0.00430385,0.0046511167,0.021451915,0.57182723,0
0.0012388872,0.0038882846,0.019490004,0.52616614,0
-0.0006289127,0.004043449,0.018850207,0.5108377,0
-0.00044162956,0.0052732653,0.023134679,0.5208542,0
0.0069240443,0.0046199337,0.022460079,0.6068487,0
0.0034001926,0.0040049036,0.020451138,0.57702035,0
0.001437963,0.0043380903,0.015268983,0.55827284,0
0.0026800109,0.003950121,0.017123215,0.5659383,0
0.00057154114,0.0031139697,0.025028614,0.52369076,0
0.0016535529,0.0035426647,0.01937704,0.52493966,0
0.0010099709,0.004332499,0.018243268,0.52915806,0
0.0010019683,0.0037277173,0.02105308,0.5234389,0
0.000151871,0.003941845,0.025996814,0.52071726,0
0.0017960282,0.0028323582,0.02367557,0.5356474,0
0.0017741846,0.0034371156,0.023972644,0.54422235,0
-4.9968985e-06,0.0053738696,0.019092668,0.5239431,0
0.00055597525,0.004979402,0.017408442,0.53616625,0
9.01873e-05,0.004665294,0.014620632,0.5629248,0
0.0024777432,0.0034841336,0.015553852,0.55060285,0
-0.0007655184,0.004516659,0.028211445,0.512343,0
0.0026213275,0.0034304,0.01710514,0.55048054,0
0.0033961118,0.0041517136,0.020195078,0.57785726,0
0.0019375016,0.0035041124,0.020784026,0.53099096,0
0.0043655774,0.0037315567,0.019884484,0.5976659,0
0.002174099,0.0031134,0.020410474,0.531938,0
0.0026998944,0.004949307,0.02074738,0.54911643,0
0.00045736122,0.004554026,0.014812029,0.54336256,0
0.000870047,0.0048498083,0.019063838,0.53382677,0
0.0009015116,0.004335177,0.01656166,0.523822,0
0.0011273975,0.005348371,0.01874352,0.5560834,0
0.0019294946,0.0041876184,0.015338119,0.5729569,0
-0.0025112624,0.0037093083,0.024566224,0.49565098,0
-0.0006675058,0.0035804268,0.02786814,0.5124361,0
0.0017684427,0.0050021433,0.019673565,0.5433199,0
0.00082070683,0.0046026185,0.016905699,0.5430554,0
0.0010058373,0.0038618934,0.018715777,0.517228,0
-0.00062530686,0.0041096886,0.023067595,0.5064909,0
0.0028733995,0.0036629664,0.021976767,0.56309223,0
0.0026859762,0.005466498,0.01946404,0.5742984,0
0.0031653235,0.003390673,0.023216031,0.56487703,0
-0.0025859256,0.005761252,0.028987752,0.5023987,0
0.00478168,0.00454867,0.022435958,0.57601357,0
0.0020875612,0.004516892,0.01823341,0.580847,0
0.0025335613,0.0057036635,0.023829749,0.548667,0
-0.0014907102,0.004602046,0.021806838,0.5045184,0
-0.00022665481,0.0036004724,0.022839308,0.50710744,0
-0.00077790057,0.004099976,0.024861194,0.52168745,0
0.0025033837,0.00396714,0.01812862,0.5579708,0
0.003300775,0.0055720787,0.020289011,0.5587682,0
0.0027502966,0.004318826,0.021740012,0.55678993,0
0.0018347739,0.003494486,0.021347152,0.5476603,0
-0.0009409402,0.0027398213,0.030328365,0.50500333,0
-0.00081104075,0.0038563174,0.028009126,0.5135662,0
0.0008132529,0.003116813,0.024537679,0.5276613,0
0.0015253697,0.00434351,0.017055295,0.5587434,0
0.003288215,0.0050254874,0.018546667,0.5786402,0
0.0021388994,0.003693535,0.020073889,0.5361504,0
0.0023610059,0.0046529574,0.01714366,0.561696,0
0.0022745908,0.003814932,0.020743635,0.54507834,0
0.0055085747,0.005217613,0.021463316,0.59263074,0
-0.0002735589,0.003767197,0.022489794,0.5181409,0
0.0028817388,0.004443714,0.024768677,0.55428576,0
0.001390418,0.002788511,0.023059402,0.5248962,0
0.0028340481,0.005069637,0.01724935,0.59234685,0
-0.00011762162,0.0050975094,0.016392214,0.5530768,0
-0.00032119465,0.00445498,0.018398646,0.5137887,0
-0.0013861504,0.0035208822,0.026176788,0.5031815,0
0.0023151035,0.0046848967,0.030879416,0.53715676,0
-0.0006775864,0.0045399466,0.016590957,0.5280133,0
0.0028457993,0.0048232423,0.025576545,0.54442924,0
0.006112539,0.0059811817,0.02197601,0.5811583,0
0.0033059402,0.0034238538,0.021979623,0.56511974,0
0.0036501423,0.0044934107,0.023360653,0.5509829,0
0.0013405927,0.0044785542,0.017437896,0.5555395,0
0.0009950426,0.0034358427,0.023816567,0.5364552,0
0.00073662953,0.0044522802,0.022517776,0.52876383,0
0.0010307994,0.004976845,0.022255637,0.5398022,0
-0.0018141839,0.004329732,0.02116831,0.4913247,0
-0.0013006198,0.0029568002,0.02862519,0.50145644,0
0.0014122145,0.0031967668,0.022703458,0.5324489,0
0.00026632647,0.0038278734,0.02209798,0.5262667,0
-0.0008569987,0.003574923,0.02484914,0.50712156,0
0.00016241963,0.0041214656,0.020020587,0.5248592,0
-0.001679395,0.005172735,0.015887639,0.5283367,0
-0.0002149255,0.0042852587,0.019114332,0.5070356,0
0.00114479,0.0051786005,0.01447522,0.59517175,0
0.0030394006,0.0032865698,0.0241259,0.5642762,0
0.002266265,0.0036942437,0.019017695,0.55146253,0
-0.0018497644,0.004696947,0.017228423,0.53653586,0
0.0012492646,0.0036032929,0.020883335,0.526176,0
0.0019279151,0.0037441675,0.024338063,0.53874284,0
0.0016361704,0.0038973389,0.015003373,0.5533963,0
0.0022024687,0.0042539015,0.01732932,0.5716038,0
0.0044653257,0.0037370697,0.019075567,0.5941033,0
0.003514748,0.0055533587,0.020162785,0.5663968,0
0.004527184,0.0038387843,0.019433094,0.6130046,0
0.0034661584,0.0055917515,0.020914309,0.5591722,0
0.0013476034,0.004715257,0.020728448,0.5330675,0
0.0054926677,0.004172931,0.022005197,0.60806084,0
0.0014689142,0.0033385518,0.02086902,0.5254872,0
0.0036299007,0.0038290927,0.019248554,0.5949958,0
0.0045604496,0.0037250975,0.019852938,0.5871627,0
0.00094845373,0.0038713994,0.018183328,0.5199817,0
0.0021103437,0.0047277017,0.019378679,0.55328435,0
0.0026048103,0.00438392,0.018128166,0.5576473,0
0.00024414936,0.0033321197,0.023981687,0.5124276,0
0.002894571,0.0043318905,0.017893558,0.5924859,0
-0.0004677571,0.0042040516,0.018084876,0.49608055,0
-0.00066119235,0.005191315,0.01792319,0.51884973,0
0.0029390438,0.004162636,0.025717588,0.55012935,0
0.0041683596,0.0049343435,0.021329308,0.56270456,0
0.0009726499,0.004722849,0.017465983,0.5511703,0
-0.0016609885,0.003985757,0.02925742,0.50054795,0
0.004553743,0.004656789,0.02025112,0.5871393,0
0.001987722,0.0037847823,0.019360153,0.55402124,0
-0.00029955572,0.00337112,0.024205728,0.51130015,0
0.0004732,0.0039032947,0.019446213,0.5097971,0
0.004786009,0.003905259,0.020472856,0.5935683,0
0.0014907164,0.0038513301,0.017516494,0.5402739,0
0.0031932017,0.003977012,0.018577226,0.56866366,0
0.00059085747,0.0045300364,0.015194351,0.5394081,0
0.001955898,0.0041678217,0.023946412,0.538947,0
0.0030643693,0.00349499,0.022194277,0.5694027,0
-0.000961552,0.005894419,0.022202797,0.5170352,0
0.00044839852,0.004852449,0.027373318,0.52120686,0
0.005823288,0.0057875183,0.022207223,0.5765328,0
-0.0016246407,0.0034573334,0.027594749,0.49859354,0
0.0019175144,0.0037215343,0.01747498,0.5363811,0
8.050492e-05,0.003406942,0.019822173,0.5079753,0
0.001988543,0.003993349,0.017743442,0.56405586,0
0.0049370257,0.004243558,0.024188923,0.57979053,0
-0.0012085993,0.00475046,0.026969027,0.5130892,0
5.8642585e-05,0.0035241647,0.02355096,0.5230948,0
0.0018472148,0.004376585,0.01877342,0.5642156,0
-0.002638779,0.0044567455,0.021514427,0.4840603,0
-0.0001609932,0.0045589604,0.015384701,0.5216452,0
0.0012640582,0.0031209083,0.022296848,0.5247481,0
0.0037948068,0.0050371597,0.025884839,0.5615582,0
-0.00041643868,0.0051849987,0.019531537,0.5162903,0
0.006210951,0.0053372546,0.024591103,0.5802796,0
0.0015737171,0.0041961847,0.018325318,0.55249125,0
0.0031381028,0.0057684286,0.022118721,0.5537935,0
0.0015480861,0.004165518,0.016708586,0.57377887,0
-0.0015151334,0.0038967985,0.021829981,0.49900174,0
0.0030747168,0.003785416,0.020891143,0.55878633,0
0.0013578923,0.0048308414,0.017449023,0.5631536,0
0.00387092,0.005512533,0.02266235,0.5598954,0
0.002137282,0.0050092656,0.025131788,0.5426535,0
0.0011864459,0.0042200377,0.018202962,0.53046,0
-0.000374216,0.0043033785,0.022872545,0.5111858,0
-0.00031494175,0.0031118183,0.025345929,0.5021805,0
0.002478656,0.0044756713,0.015815837,0.5882412,0
0.00015550177,0.004391267,0.022613594,0.5233458,0
0.0010477363,0.0038290462,0.018454993,0.51834476,0
0.002943794,0.004767767,0.0209714,0.55366474,0
0.0012155605,0.004429686,0.015548682,0.5620522,0
0.0014129014,0.0045286547,0.017690249,0.57533944,0
0.0036744329,0.003597459,0.019034887,0.57387084,0
0.0033761773,0.004125606,0.02145352,0.5689476,0
0.0049213795,0.0033998021,0.023333209,0.59721226,0
-0.0020151183,0.0042034085,0.022034746,0.505269,0
0.00024178962,0.004646949,0.015604628,0.5280193,0
0.0020208252,0.0036600549,0.018317856,0.5365141,0
0.00027308543,0.004669176,0.022590982,0.534831,0
-0.00062550756,0.004542165,0.029486073,0.51261485,0
0.0024508622,0.0053839446,0.018023953,0.5905104,0
0.0010508037,0.004195409,0.016710132,0.5300147,0
0.0008779861,0.00407058,0.015262225,0.5404445,0
0.0020260075,0.0042971466,0.018081592,0.560072,0
-0.0033613327,0.0037345616,0.027232463,0.47447234,0
0.00041137298,0.006032074,0.022384748,0.53124636,0
0.0022700892,0.0054096137,0.017907238,0.582799,0
-0.0006386348,0.0043040477,0.02168349,0.511863,0
0.0026454234,0.00570839,0.021358013,0.5503875,0
0.0036219826,0.004127635,0.021392642,0.5674092,0
0.001115237,0.0039961757,0.017451236,0.52008355,0
0.001314411,0.003916998,0.018111516,0.5239184,0
0.003279276,0.0033539047,0.020961113,0.56582874,0
-0.00027325144,0.0047386414,0.020710772,0.51660913,0
0.00091181917,0.004312466,0.021913135,0.5254016,0
0.0004087264,0.003955089,0.020873575,0.51574636,0
0.0052787433,0.0037795785,0.022156175,0.5902224,0
-0.0034427005,0.0053480826,0.0284954,0.4890275,0
0.0025234958,0.0032154114,0.020316724,0.5419357,0
-0.00039900385,0.004366274,0.01948261,0.5082327,0
-0.00095754524,0.004570618,0.021116676,0.5087173,0
0.00026664534,0.003254076,0.023339886,0.5071728,0
0.00089847774,0.00517833,0.022442266,0.53877133,0
0.00039704377,0.0047922465,0.011626214,0.5931776,0
0.0012633635,0.0036298283,0.017865304,0.5183559,0
-0.0021177381,0.0061545796,0.016696868,0.5065848,0
0.0020084893,0.0039882367,0.016916292,0.57692415,0
0.003724989,0.0053179,0.021956552,0.5587439,0
0.0015020882,0.0046891733,0.018594807,0.54582286,0
-0.0034455955,0.0056588454,0.025839815,0.49087256,0
-0.00012428442,0.0046615396,0.017062286,0.5247677,0
0.0037127493,0.0039442857,0.018828174,0.5979503,0
0.0033335309,0.0029014142,0.018989991,0.5614748,0
0.0015498243,0.0043441704,0.016453631,0.57119906,0
0.0034040185,0.004679542,0.020704469,0.56674016,0
0.003538479,0.0040709525,0.021314988,0.5642695,0
0.001991116,0.0042923614,0.0160271,0.57917935,0
0.0002955231,0.0045919907,0.020333068,0.5251946,0
0.0025069017,0.0041366084,0.019039502,0.57019675,0
0.0029404275,0.004008895,0.01861436,0.56971264,0
0.0009921816,0.00422384,0.017763441,0.5260596,0
0.0011100158,0.0034461182,0.025371494,0.5368676,0
0.00027233025,0.003486904,0.020177124,0.50985545,0
0.0016240033,0.0034505173,0.023430455,0.5283824,0
0.0013993682,0.0046972963,0.017567815,0.56159776,0
0.0005967263,0.004875018,0.017362773,0.5437869,0
-0.00019263302,0.005205542,0.016013091,0.53133833,0
0.0027860026,0.003678229,0.019737672,0.55309623,0
0.0008228079,0.0037995228,0.019599104,0.5176411,0
0.00053215714,0.003545768,0.023008144,0.51774186,0
-0.0034756637,0.0044847587,0.030653356,0.48189065,0
0.003942244,0.0056249243,0.020590942,0.56730974,0
-2.8925253e-05,0.004368974,0.017509654,0.5159361,0
0.0026703624,0.0056467922,0.02170879,0.55026394,0
-0.001084091,0.0032481689,0.028749155,0.50507176,0
0.00023044553,0.004084558,0.01992113,0.513072,0
0.0037859636,0.0056292717,0.024001965,0.5592785,0
0.00033422862,0.0042326683,0.021856982,0.5193187,0
0.0014327567,0.004187064,0.01869875,0.5336237,0
0.001581366,0.004098069,0.018001666,0.54023045,0
0.0028123,0.0052750437,0.019304099,0.5682293,0
0.0006197621,0.004371048,0.014036543,0.5591807,0
0.0055665583,0.0055384836,0.022475485,0.57635295,0
-0.0010707319,0.0040427195,0.02107248,0.5072084,0
0.0010204619,0.0047467733,0.015893148,0.5709667,0
0.0014325759,0.0038147105,0.019633107,0.5295575,0
0.0028322712,0.004469905,0.0212089,0.5493441,0
0.002940566,0.0042208564,0.017379997,0.58663875,0
0.0011455485,0.004179953,0.017544452,0.5302418,0
0.002992876,0.004080183,0.017983299,0.5638293,0
-0.0009148007,0.002408869,0.013025759,0.4701422,1
-0.0024222438,0.0036609883,0.020116858,0.4652589,1
-0.0008924111,0.0038937477,0.016006798,0.47457057,1
